id,vulnerability_type,severity_level,protocol,contract_type,code_snippet,bounty_amount,description,cve_score,line_count,char_count,function_count,public_functions,external_functions,payable_functions,require_count,modifier_count,external_calls,delegatecall_usage,state_variables,mapping_count,onlyowner_usage,msg_sender_usage,arithmetic_ops,safemath_usage,timestamp_usage,block_usage,assembly_usage,low_level_calls,event_count,emit_count,fallback_function,receive_function,complexity
sc_reentrancy_11,reentrancy,Critical,SushiSwap,Vault,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",686409.87,Critical reentrancy in SushiSwap Vault,9.1,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_12,reentrancy,Critical,Yearn,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",195862.32,Critical reentrancy in Yearn Proxy,9.4,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_13,reentrancy,Critical,SushiSwap,ERC20,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",730200.19,Critical reentrancy in SushiSwap ERC20,9.5,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_14,reentrancy,Critical,Curve,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",519771.82,Critical reentrancy in Curve Proxy,9.4,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_15,reentrancy,Critical,Compound,ERC20,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",766755.78,Critical reentrancy in Compound ERC20,9.7,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_16,reentrancy,Critical,Uniswap,Strategy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",297355.99,Critical reentrancy in Uniswap Strategy,9.3,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_17,reentrancy,Critical,SushiSwap,ERC20,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",148184.59,Critical reentrancy in SushiSwap ERC20,9.3,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_18,reentrancy,Critical,MakerDAO,Vault,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",432053.4,Critical reentrancy in MakerDAO Vault,9.6,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_19,reentrancy,Critical,Yearn,Vault,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",825130.71,Critical reentrancy in Yearn Vault,9.9,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_20,reentrancy,Critical,Compound,Strategy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",509239.38,Critical reentrancy in Compound Strategy,9.7,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_21,reentrancy,Critical,Aave,DEX,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",670737.28,Critical reentrancy in Aave DEX,9.4,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_22,reentrancy,Critical,Yearn,Strategy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",196538.44,Critical reentrancy in Yearn Strategy,9.3,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_23,reentrancy,Critical,Curve,Proxy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",217038.57,Critical reentrancy in Curve Proxy,9.2,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_24,reentrancy,Critical,MakerDAO,Governor,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",786930.52,Critical reentrancy in MakerDAO Governor,9.5,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_25,reentrancy,Critical,Curve,Proxy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",603993.4,Critical reentrancy in Curve Proxy,9.5,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_26,reentrancy,Critical,Aave,Governor,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",786852.49,Critical reentrancy in Aave Governor,9.9,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_27,reentrancy,Critical,MakerDAO,Pool,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",304514.52,Critical reentrancy in MakerDAO Pool,9.7,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_28,reentrancy,Critical,Aave,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",1032481.21,Critical reentrancy in Aave Proxy,9.9,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_29,reentrancy,Critical,Curve,ERC20,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",463789.23,Critical reentrancy in Curve ERC20,9.1,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_30,reentrancy,Critical,Uniswap,Strategy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",372436.58,Critical reentrancy in Uniswap Strategy,9.6,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_31,reentrancy,Critical,MakerDAO,Proxy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",570715.01,Critical reentrancy in MakerDAO Proxy,9.8,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_32,reentrancy,Critical,Curve,DEX,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",576992.94,Critical reentrancy in Curve DEX,9.2,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_33,reentrancy,Critical,Yearn,Vault,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",283729.78,Critical reentrancy in Yearn Vault,9.1,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_34,reentrancy,Critical,Uniswap,Vault,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",333274.61,Critical reentrancy in Uniswap Vault,9.6,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_35,reentrancy,Critical,Compound,Governor,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",228646.96,Critical reentrancy in Compound Governor,9.8,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_36,reentrancy,Critical,Yearn,DEX,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",466875.41,Critical reentrancy in Yearn DEX,9.2,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_37,reentrancy,Critical,Uniswap,Governor,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",296573.36,Critical reentrancy in Uniswap Governor,9.1,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_38,reentrancy,Critical,Compound,ERC20,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",707645.79,Critical reentrancy in Compound ERC20,9.2,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_39,reentrancy,Critical,Curve,Governor,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",715082.94,Critical reentrancy in Curve Governor,9.1,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_40,reentrancy,Critical,Curve,Strategy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",276930.83,Critical reentrancy in Curve Strategy,9.3,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_41,reentrancy,Critical,SushiSwap,DEX,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",511745.61,Critical reentrancy in SushiSwap DEX,9.4,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_42,reentrancy,Critical,Compound,DEX,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",215686.07,Critical reentrancy in Compound DEX,9.0,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_43,reentrancy,Critical,Aave,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",785727.62,Critical reentrancy in Aave Proxy,9.8,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_44,reentrancy,Critical,Aave,Pool,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",325207.37,Critical reentrancy in Aave Pool,9.7,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_45,reentrancy,Critical,Yearn,Proxy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",352979.32,Critical reentrancy in Yearn Proxy,9.4,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_46,reentrancy,Critical,Compound,Vault,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",641411.48,Critical reentrancy in Compound Vault,9.0,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_47,reentrancy,Critical,Aave,Strategy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",495046.79,Critical reentrancy in Aave Strategy,10.0,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_48,reentrancy,Critical,Compound,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",530039.96,Critical reentrancy in Compound Proxy,9.4,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_49,reentrancy,Critical,Uniswap,DEX,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",857711.07,Critical reentrancy in Uniswap DEX,9.2,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_50,reentrancy,Critical,MakerDAO,DEX,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",546054.52,Critical reentrancy in MakerDAO DEX,9.9,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_51,reentrancy,Critical,Compound,ERC20,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",108145.68,Critical reentrancy in Compound ERC20,9.9,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_52,reentrancy,Critical,Aave,ERC20,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",293015.49,Critical reentrancy in Aave ERC20,9.2,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_53,reentrancy,Critical,Uniswap,Governor,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",840391.72,Critical reentrancy in Uniswap Governor,9.1,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_54,reentrancy,Critical,Compound,Strategy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",804695.14,Critical reentrancy in Compound Strategy,9.5,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_55,reentrancy,Critical,MakerDAO,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",692774.94,Critical reentrancy in MakerDAO Proxy,9.6,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_56,reentrancy,Critical,MakerDAO,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",297530.81,Critical reentrancy in MakerDAO Proxy,9.8,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_57,reentrancy,Critical,Uniswap,Vault,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",331934.01,Critical reentrancy in Uniswap Vault,9.6,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_58,reentrancy,Critical,Uniswap,Vault,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",365439.88,Critical reentrancy in Uniswap Vault,9.8,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_59,reentrancy,Critical,Compound,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",1004344.08,Critical reentrancy in Compound Proxy,9.6,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_60,reentrancy,Critical,Aave,Vault,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",473252.57,Critical reentrancy in Aave Vault,9.1,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_61,reentrancy,Critical,Curve,Proxy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",101528.38,Critical reentrancy in Curve Proxy,9.8,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_62,reentrancy,Critical,Yearn,Vault,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",80572.93,Critical reentrancy in Yearn Vault,9.8,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_63,reentrancy,Critical,Curve,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",515353.77,Critical reentrancy in Curve Proxy,9.7,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_64,reentrancy,Critical,Curve,Proxy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",692168.26,Critical reentrancy in Curve Proxy,9.5,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_65,reentrancy,Critical,Yearn,Proxy,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",206376.61,Critical reentrancy in Yearn Proxy,9.1,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_66,reentrancy,Critical,Yearn,Governor,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",95684.08,Critical reentrancy in Yearn Governor,9.8,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_67,reentrancy,Critical,Uniswap,Vault,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",366105.26,Critical reentrancy in Uniswap Vault,9.6,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_68,reentrancy,Critical,Aave,Strategy,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",190740.04,Critical reentrancy in Aave Strategy,9.6,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_69,reentrancy,Critical,Uniswap,Governor,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",349972.91,Critical reentrancy in Uniswap Governor,9.3,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_70,reentrancy,Critical,MakerDAO,Governor,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",439188.89,Critical reentrancy in MakerDAO Governor,9.8,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
sc_reentrancy_71,reentrancy,Critical,Aave,ERC20,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",251393.26,Critical reentrancy in Aave ERC20,9.9,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_72,reentrancy,Critical,Compound,DEX,"
function emergencyWithdraw() external {
    uint256 balance = userBalances[msg.sender];
    payable(msg.sender).transfer(balance);
    userBalances[msg.sender] = 0;
}",884255.71,Critical reentrancy in Compound DEX,9.8,5,167,1,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
sc_reentrancy_73,reentrancy,Critical,MakerDAO,Pool,"
function withdraw(uint256 amount) external {
    require(balances[msg.sender] >= amount);
    (bool success, ) = msg.sender.call{value: amount}("""");
    require(success);
    balances[msg.sender] -= amount;
}",759091.07,Critical reentrancy in MakerDAO Pool,9.4,6,209,1,0,1,0,2,0,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,1
